,ID,Name,Subsystem,Reaction,Readable reaction,Lower bound,Upper bound,Reversibility,Boundary,Genes,EC,KEGG,BiGG,VMH
4338,MAR06548,ATP:1-phosphatidyl-1D-myo-inositol-4-phosphate 3-phosphotransferase,Inositol phosphate metabolism,MAM00553c + MAM01371c --> MAM00551c + MAM01285c + MAM02039c,"1-phosphatidyl-1D-myo-inositol-4-phosphate [c] + ATP [c] --> 1-phosphatidyl-1D-myo-inositol-3,4-bisphosphate [c] + ADP [c] + H+ [c]",0.0,1000.0,False,False,(ENSG00000011405 and ENSG00000133056) or ENSG00000139144 or ENSG00000141506,2.7.1.154,R05795,,PI4P3K
4339,MAR06549,"1-phosphatidyl-1D-myo-inositol-3,4-bisphosphate 4-phosphohydrolase",Inositol phosphate metabolism,MAM00551c + MAM02040c --> MAM00552c + MAM02751c,"1-phosphatidyl-1D-myo-inositol-3,4-bisphosphate [c] + H2O [c] --> 1-phosphatidyl-1D-myo-inositol-3-phosphate [c] + Pi [c]",0.0,1000.0,False,False,ENSG00000040933 or ENSG00000109452,3.1.3.66,R07299,,HMR_6549
4340,MAR06550,"1-Phosphatidyl-1D-myo-inositol 3,4-bisphosphate 3-phosphohydrolase",Inositol phosphate metabolism,MAM00551c + MAM02040c --> MAM00553c + MAM02751c,"1-phosphatidyl-1D-myo-inositol-3,4-bisphosphate [c] + H2O [c] --> 1-phosphatidyl-1D-myo-inositol-4-phosphate [c] + Pi [c]",0.0,1000.0,False,False,ENSG00000132958 or ENSG00000171862,3.1.3.67,R06875,,HMR_6550
4341,MAR06551,ATP:1-phosphatidyl-1D-myo-inositol-4-phosphate 5-phosphotransferase,Inositol phosphate metabolism,MAM00553c + MAM01371c --> MAM01285c + MAM02039c + MAM02736c,"1-phosphatidyl-1D-myo-inositol-4-phosphate [c] + ATP [c] --> ADP [c] + H+ [c] + phosphatidylinositol-4,5-bisphosphate [c]",0.0,1000.0,False,False,ENSG00000107242 or ENSG00000143398 or ENSG00000167103 or ENSG00000186111,2.7.1.68,R03469,,PI4P5K
4342,MAR06552,"Phosphatidyl-myo-inositol-4,5-bisphosphate 4-phosphohydrolase",Inositol phosphate metabolism,MAM02040c + MAM02736c --> MAM00553c + MAM02751c,"H2O [c] + phosphatidylinositol-4,5-bisphosphate [c] --> 1-phosphatidyl-1D-myo-inositol-4-phosphate [c] + Pi [c]",0.0,1000.0,False,False,ENSG00000078269 or ENSG00000122126 or ENSG00000148384 or ENSG00000159082 or ENSG00000204084,3.1.3.36,R04404,,PI45P5P
4343,MAR06553,"1-phosphatidyl-1D-myo-inositol-4,5-bisphosphate 4-phosphohydrolase",Inositol phosphate metabolism,MAM02040c + MAM02736c --> MAM00554c + MAM02751c,"H2O [c] + phosphatidylinositol-4,5-bisphosphate [c] --> 1-phosphatidyl-1D-myo-inositol-5-phosphate [c] + Pi [c]",0.0,1000.0,False,False,ENSG00000155099 or ENSG00000165782,3.1.3.78,R08981,,PI45P4P
4344,MAR06554,ATP:1-phosphatidyl-1D-myo-inositol-5-phosphate 4-phosphotransferase,Inositol phosphate metabolism,MAM00554c + MAM01371c --> MAM01285c + MAM02039c + MAM02736c,"1-phosphatidyl-1D-myo-inositol-5-phosphate [c] + ATP [c] --> ADP [c] + H+ [c] + phosphatidylinositol-4,5-bisphosphate [c]",0.0,1000.0,False,False,ENSG00000150867 or ENSG00000166908 or ENSG00000276293,2.7.1.149,R05803,,PI5P4K
4345,MAR06555,"ATP:1-phosphatidyl-1D-myo-inositol-4,5-bisphosphate 3-phosphotransferase",Inositol phosphate metabolism,MAM01371c + MAM02736c --> MAM01285c + MAM02039c + MAM02734c,"ATP [c] + phosphatidylinositol-4,5-bisphosphate [c] --> ADP [c] + H+ [c] + phosphatidylinositol-3,4,5-trisphosphate [c]",0.0,1000.0,False,False,(ENSG00000121879 and ENSG00000145675) or ENSG00000051382 or ENSG00000105647 or ENSG00000105851 or ENSG00000117461 or ENSG00000141506 or ENSG00000171608,2.7.1.153,R04545,,PI45P3K
4346,MAR06556,"Phosphatidylinositol-3,4,5-trisphosphate 3-phosphohydrolase",Inositol phosphate metabolism,MAM02040c + MAM02734c --> MAM02736c + MAM02751c,"H2O [c] + phosphatidylinositol-3,4,5-trisphosphate [c] --> phosphatidylinositol-4,5-bisphosphate [c] + Pi [c]",0.0,1000.0,False,False,ENSG00000132958 or ENSG00000171862,3.1.3.67,R04513,,PI345P3P
4347,MAR06557,"1-phosphatidyl-1D-myo-inositol-3,4,5-trisphosphate 5-phosphohydrolase",Inositol phosphate metabolism,MAM02040c + MAM02734c --> MAM00551c + MAM02751c,"H2O [c] + phosphatidylinositol-3,4,5-trisphosphate [c] --> 1-phosphatidyl-1D-myo-inositol-3,4-bisphosphate [c] + Pi [c]",0.0,1000.0,False,False,ENSG00000003987 or ENSG00000054148 or ENSG00000063601 or ENSG00000087053 or ENSG00000102043 or ENSG00000111077 or ENSG00000111696 or ENSG00000112367 or ENSG00000125458 or ENSG00000126821 or ENSG00000137770 or ENSG00000139304 or ENSG00000139505 or ENSG00000144048 or ENSG00000163082 or ENSG00000163719 or ENSG00000165458 or ENSG00000165688 or ENSG00000198825 or ENSG00000198881 or ENSG00000205309 or ENSG00000205808 or ENSG00000211456 or ENSG00000213920,3.1.3.-,R09827,,PI345P5P
4348,MAR06558,,Inositol phosphate metabolism,MAM02040c + MAM02734c --> MAM02735c + MAM02751c,"H2O [c] + phosphatidylinositol-3,4,5-trisphosphate [c] --> phosphatidylinositol-3,5-bisphosphate [c] + Pi [c]",0.0,1000.0,False,False,ENSG00000132958 or ENSG00000171862,3.1.3.67,,,"HMR_6558, RE3268C"
4349,MAR06559,"1-Phosphatidyl-1D-myo-inositol-4,5-bisphosphate inositoltrisphosphohydrolase",Inositol phosphate metabolism,MAM02040c + MAM02736c --> MAM00237c + MAM01718c + MAM02039c,"H2O [c] + phosphatidylinositol-4,5-bisphosphate [c] --> 1,2-diacylglycerol-LD-PI pool [c] + D-myo-inositol-1,4,5-trisphosphate [c] + H+ [c]",0.0,1000.0,False,False,ENSG00000101333 or ENSG00000114805 or ENSG00000115556 or ENSG00000124181 or ENSG00000137841 or ENSG00000138193 or ENSG00000139151 or ENSG00000149527 or ENSG00000149782 or ENSG00000161714 or ENSG00000182621 or ENSG00000187091 or ENSG00000197943 or ENSG00000240891,3.1.4.11,R03435,,PI45PLC
4350,MAR06560,"D-myo-Inositol-1,4,5-trisphosphate 5-phosphohydrolase",Inositol phosphate metabolism,MAM01718c + MAM02040c --> MAM00526c + MAM02751c,"D-myo-inositol-1,4,5-trisphosphate [c] + H2O [c] --> 1D-myo-inositol-1,4-bisphosphate [c] + Pi [c]",0.0,1000.0,False,False,ENSG00000068383 or ENSG00000132376 or ENSG00000185133,3.1.3.56,R03394,,MI145PP
4351,MAR06561,"D-myo-Inositol-1,4-bisphosphate 1-phosphohydrolase",Inositol phosphate metabolism,MAM00526c + MAM02040c --> MAM00530c + MAM02751c,"1D-myo-inositol-1,4-bisphosphate [c] + H2O [c] --> 1D-myo-inositol-4-phosphate [c] + Pi [c]",0.0,1000.0,False,False,ENSG00000151689,3.1.3.57,R03393,,MI14PP
4352,MAR06562,1D-myo-inositol 4-phosphate phosphohydrolase,Inositol phosphate metabolism,MAM00530c + MAM02040c --> MAM02171c + MAM02751c,1D-myo-inositol-4-phosphate [c] + H2O [c] --> inositol [c] + Pi [c],0.0,1000.0,False,False,ENSG00000104331 or ENSG00000133731 or ENSG00000141401,3.1.3.25,R01186,,MI4PP
4353,MAR06563,"ATP:1D-myo-inositol-1,4,5-trisphosphate 3-phosphotransferase",Inositol phosphate metabolism,MAM01371c + MAM01718c --> MAM00522c + MAM01285c + MAM02039c,"ATP [c] + D-myo-inositol-1,4,5-trisphosphate [c] --> 1D-myo-inositol-1,3,4,5-tetrakisphosphate [c] + ADP [c] + H+ [c]",0.0,1000.0,False,False,ENSG00000086544 or ENSG00000137825 or ENSG00000143772,2.7.1.127,R03433,,MI145PK
4354,MAR06564,"D-myo-Inositol 1,3,4,5-tetrakisphosphate 3-phosphohydrolase",Inositol phosphate metabolism,MAM00522c + MAM02040c --> MAM01718c + MAM02751c,"1D-myo-inositol-1,3,4,5-tetrakisphosphate [c] + H2O [c] --> D-myo-inositol-1,4,5-trisphosphate [c] + Pi [c]",0.0,1000.0,False,False,ENSG00000107789,3.1.3.62,R03434,,HMR_6564
4355,MAR06565,"D-myo-Inositol 1,3,4,5-tetrakisphosphate 5-phosphohydrolase",Inositol phosphate metabolism,MAM00522c + MAM02040c --> MAM00524c + MAM02751c,"1D-myo-inositol-1,3,4,5-tetrakisphosphate [c] + H2O [c] --> 1D-myo-inositol-1,3,4-trisphosphate [c] + Pi [c]",0.0,1000.0,False,False,ENSG00000068383 or ENSG00000132376 or ENSG00000168918 or ENSG00000185133,"3.1.3.56, 3.1.3.86",R03430,,MI1345PP
4356,MAR06566,"ATP:1D-myo-inositol-1,3,4-trisphosphate 5-phosphotransferase",Inositol phosphate metabolism,MAM00524c + MAM01371c --> MAM00522c + MAM01285c + MAM02039c,"1D-myo-inositol-1,3,4-trisphosphate [c] + ATP [c] --> 1D-myo-inositol-1,3,4,5-tetrakisphosphate [c] + ADP [c] + H+ [c]",0.0,1000.0,False,False,ENSG00000100605,2.7.1.159,R03428,,HMR_6566
4357,MAR06567,"ATP:1D-myo-inositol-1,3,4-trisphosphate 6-phosphotransferase",Inositol phosphate metabolism,MAM00524c + MAM01371c --> MAM00523c + MAM01285c + MAM02039c,"1D-myo-inositol-1,3,4-trisphosphate [c] + ATP [c] --> 1D-myo-inositol-1,3,4,6-tetrakisphosphate [c] + ADP [c] + H+ [c]",0.0,1000.0,False,False,ENSG00000100605,2.7.1.159,R03429,,MI134PK
4358,MAR06568,"ATP:1D-myo-inositol-1,3,4,6-tetrakisphosphate 5-phosphotransferase",Inositol phosphate metabolism,MAM00523c + MAM01371c --> MAM00521c + MAM01285c + MAM02039c,"1D-myo-inositol-1,3,4,6-tetrakisphosphate [c] + ATP [c] --> 1D-myo-inositol-1,3,4,5,6-pentakisphosphate [c] + ADP [c] + H+ [c]",0.0,1000.0,False,False,ENSG00000151151,2.7.1.140,R03478,,HMR_6568
4359,MAR06569,"D-myo-Inositol 1,3,4-trisphosphate 1-phosphohydrolase",Inositol phosphate metabolism,MAM00524c + MAM02040c --> MAM00528c + MAM02751c,"1D-myo-inositol-1,3,4-trisphosphate [c] + H2O [c] --> 1D-myo-inositol-3,4-bisphosphate [c] + Pi [c]",0.0,1000.0,False,False,ENSG00000151689,3.1.3.57,R03427,,MI134PP
4360,MAR06570,"D-myo-Inositol-3,4-bisphosphate 4-phosphohydrolase",Inositol phosphate metabolism,MAM00528c + MAM02040c --> MAM00529c + MAM02751c,"1D-myo-inositol-3,4-bisphosphate [c] + H2O [c] --> 1D-myo-inositol-3-phosphate [c] + Pi [c]",0.0,1000.0,False,False,ENSG00000040933 or ENSG00000109452,3.1.3.66,R04372,,MI34PP
4361,MAR06571,1D-myo-inositol 3-phosphate phosphohydrolase,Inositol phosphate metabolism,MAM00529c + MAM02040c --> MAM02171c + MAM02751c,1D-myo-inositol-3-phosphate [c] + H2O [c] --> inositol [c] + Pi [c],0.0,1000.0,False,False,ENSG00000104331 or ENSG00000133731 or ENSG00000141401,3.1.3.25,R01187,,MI3PP
4362,MAR06572,1D-myo-inositol-3-phosphate lyase (isomerizing),Inositol phosphate metabolism,MAM01968c --> MAM00529c,glucose-6-phosphate [c] --> 1D-myo-inositol-3-phosphate [c],0.0,1000.0,False,False,ENSG00000105655,5.5.1.4,R07324,,HMR_6572
4363,MAR06573,"ATP:1D-myo-inositol-1,4,5-trisphosphate 6-phosphotransferase",Inositol phosphate metabolism,MAM01371c + MAM01718c --> MAM00525c + MAM01285c + MAM02039c,"ATP [c] + D-myo-inositol-1,4,5-trisphosphate [c] --> 1D-myo-inositol-1,4,5,6-tetrakisphosphate [c] + ADP [c] + H+ [c]",0.0,1000.0,False,False,ENSG00000151151,2.7.1.151,R05800,,HMR_6573
4364,MAR06574,"ATP:1D-myo-inositol-1,4,5,6-tetrakisphosphate 3-phosphotransferase",Inositol phosphate metabolism,MAM00525c + MAM01371c --> MAM00521c + MAM01285c + MAM02039c,"1D-myo-inositol-1,4,5,6-tetrakisphosphate [c] + ATP [c] --> 1D-myo-inositol-1,3,4,5,6-pentakisphosphate [c] + ADP [c] + H+ [c]",0.0,1000.0,False,False,ENSG00000151151,2.7.1.151,R05801,,HMR_6574
4365,MAR06575,"ATP:1D-myo-inositol-3,4,5,6-tetrakisphosphate 1-phosphotransferase",Inositol phosphate metabolism,MAM00521c + MAM01285c + MAM02039c <=> MAM00527c + MAM01371c,"1D-myo-inositol-1,3,4,5,6-pentakisphosphate [c] + ADP [c] + H+ [c] <=> 1D-myo-inositol-3,4,5,6-tetrakisphosphate [c] + ATP [c]",-1000.0,1000.0,True,False,ENSG00000100605,2.7.1.134,R03479,,MI3456PK
4366,MAR06576,"ATP:1D-myo-inositol 1,3,4,5,6-pentakisphosphate 2-phosphotransferase",Inositol phosphate metabolism,MAM00521c + MAM01371c --> MAM01285c + MAM02039c + MAM02492c,"1D-myo-inositol-1,3,4,5,6-pentakisphosphate [c] + ATP [c] --> ADP [c] + H+ [c] + myo-inositol-hexakisphosphate [c]",0.0,1000.0,False,False,ENSG00000127080,2.7.1.158,R05202,,MI13456PK
4367,MAR06579,,Inositol phosphate metabolism,MAM01371c + MAM02750c --> MAM00554c + MAM01285c + MAM02039c,ATP [c] + PI pool [c] --> 1-phosphatidyl-1D-myo-inositol-5-phosphate [c] + ADP [c] + H+ [c],0.0,1000.0,False,False,ENSG00000107242 or ENSG00000143398 or ENSG00000167103 or ENSG00000186111,2.7.1.68,,,PIK5
4368,MAR06580,,Inositol phosphate metabolism,MAM01371g + MAM02750g --> MAM00554g + MAM01285g + MAM02039g,ATP [g] + PI pool [g] --> 1-phosphatidyl-1D-myo-inositol-5-phosphate [g] + ADP [g] + H+ [g],0.0,1000.0,False,False,ENSG00000107242 or ENSG00000143398 or ENSG00000167103 or ENSG00000186111,2.7.1.68,,,"HMR_6580, RE1441G"
4369,MAR06581,,Inositol phosphate metabolism,MAM01371r + MAM02750r --> MAM00554r + MAM01285r + MAM02039r,ATP [r] + PI pool [r] --> 1-phosphatidyl-1D-myo-inositol-5-phosphate [r] + ADP [r] + H+ [r],0.0,1000.0,False,False,ENSG00000107242 or ENSG00000143398 or ENSG00000167103 or ENSG00000186111,2.7.1.68,,,RE1441R
4370,MAR06583,,Inositol phosphate metabolism,MAM00554c + MAM02040c --> MAM02750c + MAM02751c,1-phosphatidyl-1D-myo-inositol-5-phosphate [c] + H2O [c] --> PI pool [c] + Pi [c],0.0,1000.0,False,False,ENSG00000132958 or ENSG00000171862,3.1.3.67,,,HMR_6583
4371,MAR06584,,Inositol phosphate metabolism,MAM00554g + MAM02040g --> MAM02750g + MAM02751g,1-phosphatidyl-1D-myo-inositol-5-phosphate [g] + H2O [g] --> PI pool [g] + Pi [g],0.0,1000.0,False,False,ENSG00000132958 or ENSG00000171862,3.1.3.67,,,HMR_6584
4372,MAR06585,,Inositol phosphate metabolism,MAM00554r + MAM02040r --> MAM02750r + MAM02751r,1-phosphatidyl-1D-myo-inositol-5-phosphate [r] + H2O [r] --> PI pool [r] + Pi [r],0.0,1000.0,False,False,ENSG00000132958 or ENSG00000171862,3.1.3.67,,,RE1448R
4373,MAR06587,,Inositol phosphate metabolism,MAM00554c + MAM01371c --> MAM00555c + MAM01285c + MAM02039c,"1-phosphatidyl-1D-myo-inositol-5-phosphate [c] + ATP [c] --> 1-phosphatidyl-myo-inositol-3,5-bisphosphate [c] + ADP [c] + H+ [c]",0.0,1000.0,False,False,ENSG00000078142,2.7.1.137,,,
4374,MAR06588,,Inositol phosphate metabolism,MAM00554g + MAM01371g --> MAM00555g + MAM01285g + MAM02039g,"1-phosphatidyl-1D-myo-inositol-5-phosphate [g] + ATP [g] --> 1-phosphatidyl-myo-inositol-3,5-bisphosphate [g] + ADP [g] + H+ [g]",0.0,1000.0,False,False,ENSG00000078142,2.7.1.137,,,"HMR_6588, RE2973G"
4375,MAR06589,,Inositol phosphate metabolism,MAM00554r + MAM01371r --> MAM00555r + MAM01285r + MAM02039r,"1-phosphatidyl-1D-myo-inositol-5-phosphate [r] + ATP [r] --> 1-phosphatidyl-myo-inositol-3,5-bisphosphate [r] + ADP [r] + H+ [r]",0.0,1000.0,False,False,ENSG00000078142,2.7.1.137,,,
4376,MAR06591,,Inositol phosphate metabolism,MAM02040c + MAM02735c --> MAM00554c + MAM02751c,"H2O [c] + phosphatidylinositol-3,5-bisphosphate [c] --> 1-phosphatidyl-1D-myo-inositol-5-phosphate [c] + Pi [c]",0.0,1000.0,False,False,ENSG00000003987 or ENSG00000054148 or ENSG00000063601 or ENSG00000087053 or ENSG00000102043 or ENSG00000111077 or ENSG00000111696 or ENSG00000112367 or ENSG00000125458 or ENSG00000126821 or ENSG00000137770 or ENSG00000139304 or ENSG00000139505 or ENSG00000144048 or ENSG00000163082 or ENSG00000163719 or ENSG00000165458 or ENSG00000165688 or ENSG00000198825 or ENSG00000205309 or ENSG00000205808 or ENSG00000211456 or ENSG00000213920,3.1.3.-,,,RE3269C
4377,MAR06592,,Inositol phosphate metabolism,MAM00551c + MAM01371c --> MAM01285c + MAM02039c + MAM02734c,"1-phosphatidyl-1D-myo-inositol-3,4-bisphosphate [c] + ATP [c] --> ADP [c] + H+ [c] + phosphatidylinositol-3,4,5-trisphosphate [c]",0.0,1000.0,False,False,ENSG00000107242 or ENSG00000143398 or ENSG00000167103 or ENSG00000186111,2.7.1.68,,,PI34P5K
4378,MAR06595,,Inositol phosphate metabolism,MAM01371c + MAM02735c --> MAM01285c + MAM02039c + MAM02734c,"ATP [c] + phosphatidylinositol-3,5-bisphosphate [c] --> ADP [c] + H+ [c] + phosphatidylinositol-3,4,5-trisphosphate [c]",0.0,1000.0,False,False,ENSG00000107242 or ENSG00000143398 or ENSG00000167103 or ENSG00000186111,2.7.1.68,,,HMR_6595
4379,MAR07652,ATP:1D-myo-inositol-hexakisphosphate 5-phosphotransferase,Inositol phosphate metabolism,MAM01371c + MAM02492c --> MAM01133c + MAM01285c,ATP [c] + myo-inositol-hexakisphosphate [c] --> 5-pp-inspP5 [c] + ADP [c],0.0,1000.0,False,False,ENSG00000068745 or ENSG00000145725 or ENSG00000161896 or ENSG00000168781 or ENSG00000176095,2.7.4.21,R09087,,HMR_7652
4380,MAR07654,5-Diphosphoinositol pentakisphosphate diphosphohydrolase,Inositol phosphate metabolism,MAM01133n + MAM02040n --> MAM02039n + MAM02492n + MAM02751n,5-pp-inspP5 [n] + H2O [n] --> H+ [n] + myo-inositol-hexakisphosphate [n] + Pi [n],0.0,1000.0,False,False,ENSG00000068745 or ENSG00000145725 or ENSG00000161896 or ENSG00000168781 or ENSG00000176095,2.7.4.21,R05779,PMI12346PHn,PMI12346PHn
4381,MAR07655,5-Diphosphoinositol pentakisphosphate diphosphohydrolase,Inositol phosphate metabolism,MAM01133c + MAM02040c --> MAM02039c + MAM02492c + MAM02751c,5-pp-inspP5 [c] + H2O [c] --> H+ [c] + myo-inositol-hexakisphosphate [c] + Pi [c],0.0,1000.0,False,False,ENSG00000122824 or ENSG00000173598 or ENSG00000196368 or ENSG00000272325,3.6.1.52,R05779,PMI12346PH,PMI12346PH
4382,MAR07656,ATP:1D-myo-inositol-5-diphosphate-pentakisphosphate phosphotransferase,Inositol phosphate metabolism,MAM01133c + MAM01371c --> MAM00531c + MAM01285c,5-pp-inspP5 [c] + ATP [c] --> 1D-myo-inositol-bisdiphosphate-tetrakisphosphate [c] + ADP [c],0.0,1000.0,False,False,ENSG00000145725 or ENSG00000168781,2.7.4.24,R08964,,HMR_7656
4383,MAR08799,,Inositol phosphate metabolism,MAM00522n + MAM01371n --> MAM00521n + MAM01285n + MAM02039n,"1D-myo-inositol-1,3,4,5-tetrakisphosphate [n] + ATP [n] --> 1D-myo-inositol-1,3,4,5,6-pentakisphosphate [n] + ADP [n] + H+ [n]",0.0,1000.0,False,False,ENSG00000151151,2.7.1.151,,MI1345PKn,MI1345PKn
4384,MAR08800,"ATP:1D-myo-inositol-1,3,4,6-tetrakisphosphate 5-phosphotransferase",Inositol phosphate metabolism,MAM00523n + MAM01371n --> MAM00521n + MAM01285n + MAM02039n,"1D-myo-inositol-1,3,4,6-tetrakisphosphate [n] + ATP [n] --> 1D-myo-inositol-1,3,4,5,6-pentakisphosphate [n] + ADP [n] + H+ [n]",0.0,1000.0,False,False,ENSG00000151151,2.7.1.151,R03478,MI1346PKn,MI1346PKn
4385,MAR08801,,Inositol phosphate metabolism,MAM00524c + MAM02040c --> MAM02172c + MAM02751c,"1D-myo-inositol-1,3,4-trisphosphate [c] + H2O [c] --> inositol-1,3-bisphosphate [c] + Pi [c]",0.0,1000.0,False,False,,,,MI134P4P,MI134P4P
4386,MAR08802,"D-myo-Inositol-1,3-bisphosphate 3-phosphohydrolase",Inositol phosphate metabolism,MAM02040c + MAM02172c --> MAM02173c + MAM02751c,"H2O [c] + inositol-1,3-bisphosphate [c] --> inositol-1-phosphate [c] + Pi [c]",0.0,1000.0,False,False,ENSG00000171100,,R03330,MI13PP,MI13PP
4387,MAR08803,"ATP:1D-myo-inositol-1,4,5,6-tetrakisphosphate 3-phosphotransferase",Inositol phosphate metabolism,MAM00525n + MAM01371n --> MAM00521n + MAM01285n + MAM02039n,"1D-myo-inositol-1,4,5,6-tetrakisphosphate [n] + ATP [n] --> 1D-myo-inositol-1,3,4,5,6-pentakisphosphate [n] + ADP [n] + H+ [n]",0.0,1000.0,False,False,ENSG00000151151,2.7.1.151,R05801,MI1456PKn,MI1456PKn
4388,MAR08804,"ATP:1D-myo-inositol-1,4,5-trisphosphate 6-phosphotransferase",Inositol phosphate metabolism,MAM01371n + MAM01718n --> MAM00525n + MAM01285n + MAM02039n,"ATP [n] + D-myo-inositol-1,4,5-trisphosphate [n] --> 1D-myo-inositol-1,4,5,6-tetrakisphosphate [n] + ADP [n] + H+ [n]",0.0,1000.0,False,False,ENSG00000151151,2.7.1.151,R05800,MI145P6Kn,MI145P6Kn
4389,MAR08805,"ATP:1D-myo-inositol-1,4,5-trisphosphate 3-phosphotransferase",Inositol phosphate metabolism,MAM01371n + MAM01718n --> MAM00522n + MAM01285n + MAM02039n,"ATP [n] + D-myo-inositol-1,4,5-trisphosphate [n] --> 1D-myo-inositol-1,3,4,5-tetrakisphosphate [n] + ADP [n] + H+ [n]",0.0,1000.0,False,False,ENSG00000151151,2.7.1.151,R03433,MI145PKn,MI145PKn
4390,MAR08806,,Inositol phosphate metabolism,MAM00526c + MAM02040c --> MAM02173c + MAM02751c,"1D-myo-inositol-1,4-bisphosphate [c] + H2O [c] --> inositol-1-phosphate [c] + Pi [c]",0.0,1000.0,False,False,,,,MI14P4P,MI14P4P
4391,MAR08807,"Phosphatidylinositol-3,4,5-trisphosphate 3-phosphohydrolase",Inositol phosphate metabolism,MAM02040n + MAM02734n --> MAM02736n + MAM02751n,"H2O [n] + phosphatidylinositol-3,4,5-trisphosphate [n] --> phosphatidylinositol-4,5-bisphosphate [n] + Pi [n]",0.0,1000.0,False,False,ENSG00000171862,3.1.3.67,R04513,PI345P3Pn,PI345P3Pn
4392,MAR08808,"1-phosphatidyl-1D-myo-inositol-3,4,5-trisphosphate 5-phosphohydrolase",Inositol phosphate metabolism,MAM02040n + MAM02734n --> MAM00551n + MAM02751n,"H2O [n] + phosphatidylinositol-3,4,5-trisphosphate [n] --> 1-phosphatidyl-1D-myo-inositol-3,4-bisphosphate [n] + Pi [n]",0.0,1000.0,False,False,ENSG00000165458 or ENSG00000168918,,R09827,PI345P5Pn,PI345P5Pn
4393,MAR08809,"1-Phosphatidyl-1D-myo-inositol 3,4-bisphosphate 3-phosphohydrolase",Inositol phosphate metabolism,MAM00551n + MAM02040n --> MAM00553n + MAM02751n,"1-phosphatidyl-1D-myo-inositol-3,4-bisphosphate [n] + H2O [n] --> 1-phosphatidyl-1D-myo-inositol-4-phosphate [n] + Pi [n]",0.0,1000.0,False,False,ENSG00000171100,,R06875,PI34P3Pn,PI34P3Pn
4394,MAR08810,"1-phosphatidyl-1D-myo-inositol-3,4-bisphosphate 4-phosphohydrolase",Inositol phosphate metabolism,MAM00551n + MAM02040n --> MAM00552n + MAM02751n,"1-phosphatidyl-1D-myo-inositol-3,4-bisphosphate [n] + H2O [n] --> 1-phosphatidyl-1D-myo-inositol-3-phosphate [n] + Pi [n]",0.0,1000.0,False,False,ENSG00000040933 or ENSG00000109452,,R07299,PI34P4Pn,PI34P4Pn
4395,MAR08811,,Inositol phosphate metabolism,MAM00551n + MAM01371n --> MAM01285n + MAM02039n + MAM02734n,"1-phosphatidyl-1D-myo-inositol-3,4-bisphosphate [n] + ATP [n] --> ADP [n] + H+ [n] + phosphatidylinositol-3,4,5-trisphosphate [n]",0.0,1000.0,False,False,ENSG00000107242 or ENSG00000143398 or ENSG00000167103 or ENSG00000186111,,,PI34P5Kn,PI34P5Kn
4396,MAR08812,1-Phosphatidyl-1D-myo-inositol 3-phosphate 3-phosphohydrolase,Inositol phosphate metabolism,MAM00552n + MAM02040n --> MAM02750n + MAM02751n,1-phosphatidyl-1D-myo-inositol-3-phosphate [n] + H2O [n] --> PI pool [n] + Pi [n],0.0,1000.0,False,False,ENSG00000171100,,R03363,PI3P3Pn,PI3P3Pn
4397,MAR08813,,Inositol phosphate metabolism,MAM00552c + MAM01371c --> MAM00551c + MAM01285c + MAM02039c,"1-phosphatidyl-1D-myo-inositol-3-phosphate [c] + ATP [c] --> 1-phosphatidyl-1D-myo-inositol-3,4-bisphosphate [c] + ADP [c] + H+ [c]",0.0,1000.0,False,False,ENSG00000107242 or ENSG00000143398 or ENSG00000167103 or ENSG00000186111,2.7.1.68,,PI3P4K,PI3P4K
4398,MAR08814,,Inositol phosphate metabolism,MAM00552n + MAM01371n --> MAM00551n + MAM01285n + MAM02039n,"1-phosphatidyl-1D-myo-inositol-3-phosphate [n] + ATP [n] --> 1-phosphatidyl-1D-myo-inositol-3,4-bisphosphate [n] + ADP [n] + H+ [n]",0.0,1000.0,False,False,ENSG00000107242 or ENSG00000143398 or ENSG00000167103 or ENSG00000186111,,,PI3P4Kn,PI3P4Kn
4399,MAR08815,,Inositol phosphate metabolism,MAM00552c + MAM01371c --> MAM01285c + MAM02039c + MAM02735c,"1-phosphatidyl-1D-myo-inositol-3-phosphate [c] + ATP [c] --> ADP [c] + H+ [c] + phosphatidylinositol-3,5-bisphosphate [c]",0.0,1000.0,False,False,ENSG00000107242 or ENSG00000143398 or ENSG00000167103 or ENSG00000186111,2.7.1.68,,PI3P5K,PI3P5K
4400,MAR08816,"ATP:1-phosphatidyl-1D-myo-inositol-4,5-bisphosphate 3-phosphotransferase",Inositol phosphate metabolism,MAM01371n + MAM02736n --> MAM01285n + MAM02039n + MAM02734n,"ATP [n] + phosphatidylinositol-4,5-bisphosphate [n] --> ADP [n] + H+ [n] + phosphatidylinositol-3,4,5-trisphosphate [n]",0.0,1000.0,False,False,ENSG00000051382 or ENSG00000105851 or ENSG00000121879 or ENSG00000171608,,R04545,PI45P3Kn,PI45P3Kn
4401,MAR08817,"Phosphatidyl-myo-inositol-4,5-bisphosphate 4-phosphohydrolase",Inositol phosphate metabolism,MAM02040n + MAM02736n --> MAM00553n + MAM02751n,"H2O [n] + phosphatidylinositol-4,5-bisphosphate [n] --> 1-phosphatidyl-1D-myo-inositol-4-phosphate [n] + Pi [n]",0.0,1000.0,False,False,ENSG00000078269 or ENSG00000122126 or ENSG00000148384 or ENSG00000159082 or ENSG00000204084,,R04404,PI45P5Pn,PI45P5Pn
